,Unnamed: 0,Institution,Title,Department,STEM,NON-STEM,Ethnea,Genni,AdjSalary,PostdocNum,Associate,Intern,Fellow,Clinical,Trainee,Researcher,Scholar,Senior,Faculty,Assistant,Teaching,NIH_grants,NIH_order,State
934,934,Michigan State University,Research Associate-Fixed Term,LARGE ANIMAL CLINICAL SCIENCES,,,False,False,42000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
935,935,Michigan State University,Research Associate-Fixed Term,LARGE ANIMAL CLINICAL SCIENCES,,,False,False,43000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
936,936,Michigan State University,Research Associate-Fixed Term,PATHOBIOLOGY DIAGNOSTIC INVESTIGAT CVM,,,False,False,65000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
937,937,Michigan State University,Research Associate-Fixed Term,PATHOBIOLOGY DIAGNOSTIC INVESTIGAT CVM,,,False,False,41227.2,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
938,938,Michigan State University,Research Associate-Fixed Term,PATHOBIOLOGY DIAGNOSTIC INVESTIGAT CVM,,,False,False,43692,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
939,939,Michigan State University,Research Associate-Fixed Term,PATHOBIOLOGY DIAGNOSTIC INVESTIGAT CVM,,,False,False,42840,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
940,940,Michigan State University,Senior Research Associate-Fixed Term,IT SERVICES UNIVERSITY SYSTEMS,,,False,False,86212.44,469,1,0,0,0,0,1,0,1,0,0,0,58498845,23,MI
941,941,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,60100,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
942,942,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,58350,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
943,943,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,58349.5,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
944,944,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,58350,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
945,945,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,50500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
946,946,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,46500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
947,947,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,50500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
948,948,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,50500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
949,949,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,58710,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
950,950,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,57680,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
951,951,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,57680,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
952,952,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,57680,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
953,953,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,58710,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
954,954,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,57680,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
955,955,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,57680.04,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
956,956,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,51500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
957,957,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,50500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
958,958,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,50500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
959,959,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,57680,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
960,960,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,59000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
961,961,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,56000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
962,962,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,58000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
963,963,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,56000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
964,964,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,56000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
965,965,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,50500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
966,966,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,64000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
967,967,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,55000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
968,968,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,48000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
969,969,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,56000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
970,970,Michigan State University,Research Associate-Fixed Term,NAT'L SUPERCONDUCTING CYCLOTRON LAB,,,False,False,56000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
971,971,Michigan State University,Research Associate-Fixed Term,FACILITY FOR RARE ISOTOPE BEAMS,,,False,False,57000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
972,972,Michigan State University,Research Associate-Fixed Term,FACILITY FOR RARE ISOTOPE BEAMS,,,False,False,54540,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
973,973,Michigan State University,Research Associate-Fixed Term,FACILITY FOR RARE ISOTOPE BEAMS,,,False,False,58000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
974,974,Michigan State University,Research Associate-Fixed Term,FACILITY FOR RARE ISOTOPE BEAMS,,,False,False,56650,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
975,975,Michigan State University,Research Associate-Fixed Term,FACILITY FOR RARE ISOTOPE BEAMS,,,False,False,55000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
976,976,Michigan State University,Research Associate-Fixed Term,FACILITY FOR RARE ISOTOPE BEAMS,,,False,False,55000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
977,977,Michigan State University,Research Associate-Fixed Term,COMMUNITY EVALUATION & RSCH COLLABRTVE,,,False,False,54837.72,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
978,978,Michigan State University,Research Associate-Fixed Term,KELLOGG BIO STATION MABR,,,False,False,43709,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
979,979,Michigan State University,Research Associate-Fixed Term,MSUE DIRECTORS OFFICE,,,False,False,61000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
980,980,Michigan State University,Research Associate-Fixed Term,MSUE DIRECTORS OFFICE,,,False,False,61000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
981,981,Michigan State University,Research Associate-Fixed Term,EXTENSION HEALTH AND NUTRITION,,,False,False,46410,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
982,982,Michigan State University,Research Associate-Fixed Term,INSTITUTE FOR INTEGRATIVE TOXICOLOGY,,,False,False,49396.8,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
983,983,Michigan State University,Research Associate-Fixed Term,INSTITUTE FOR INTEGRATIVE TOXICOLOGY,,,False,False,44000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
984,984,Michigan State University,Research Associate-Fixed Term,CLINICAL AND TRANSLATIONAL SCIENCES,,,False,False,67000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
985,985,Michigan State University,Senior Research Associate-Fixed Term,RESEARCH TECHNOLOGY SUPPORT FACILTY,,,False,False,53859,469,1,0,0,0,0,1,0,1,0,0,0,58498845,23,MI
986,986,Michigan State University,Senior Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,41616,469,1,0,0,0,0,1,0,1,0,0,0,58498845,23,MI
987,987,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,45000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
988,988,Michigan State University,Senior Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,52418.32,469,1,0,0,0,0,1,0,1,0,0,0,58498845,23,MI
989,989,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,40000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
990,990,Michigan State University,Senior Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,37874.04,469,1,0,0,0,0,1,0,1,0,0,0,58498845,23,MI
991,991,Michigan State University,Senior Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,39596.88,469,1,0,0,0,0,1,0,1,0,0,0,58498845,23,MI
992,992,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,37874.78,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
993,993,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,38500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
994,994,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,44789.22,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
995,995,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,40810,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
996,996,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,47047.5,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
997,997,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,41056.79,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
998,998,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,38160.75,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
999,999,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,52275,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1000,1000,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,41000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1001,1001,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,41000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1002,1002,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,40000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1003,1003,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,40000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1004,1004,Michigan State University,Research Associate-Fixed Term,GREAT LAKES BIOENERGY RESEARC CTR VPRGS,,,False,False,45000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1005,1005,Michigan State University,Research Associate-Fixed Term,ANIMAL CARE PROGRAM,,,False,False,47268,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1006,1006,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,42000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1007,1007,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,52167.36,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1008,1008,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,60000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1009,1009,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,45000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1010,1010,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,46350,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1011,1011,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,50000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1012,1012,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,42000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1013,1013,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,47500,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1014,1014,Michigan State University,Research Associate-Fixed Term,BIO/COMPUTATIONAL EVOLUTION IN ACTION,,,False,False,50000,469,1,0,0,0,0,1,0,0,0,0,0,58498845,23,MI
1015,1015,North Carolina State,(Post Doc) Fellow,Biological Sciences,,,ENGLISH,F,0,441,0,0,1,0,0,0,0,0,0,0,0,23340270,30,NC
1016,1016,North Carolina State,Postdoctoral Research Scholar,Entomology & Plant Pathology,,,FRENCH-HISPANIC,M,4000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1017,1017,North Carolina State,Postdoctoral Teaching Scholar,History,,,ENGLISH,F,42000,441,0,0,0,0,0,0,1,0,0,0,1,23340270,30,NC
1018,1018,North Carolina State,Postdoctoral Teaching Scholar,Mathematics,,,HISPANIC,M,58333.33333333334,441,0,0,0,0,0,0,1,0,0,0,1,23340270,30,NC
1019,1019,North Carolina State,Postdoctoral Teaching Scholar,Physics,,,ENGLISH,M,57600,441,0,0,0,0,0,0,1,0,0,0,1,23340270,30,NC
1020,1020,North Carolina State,Postdoctoral Research Scholar,Electrical & Computer Engr.,,,ENGLISH,M,60000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1021,1021,North Carolina State,Postdoctoral Research Scholar,Electrical & Computer Engr.,,,ENGLISH,M,75000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1022,1022,North Carolina State,Postdoctoral Research Scholar,CQSB research,,,GERMAN,F,50000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1023,1023,North Carolina State,Postdoctoral Research Scholar,CQSB research,,,GERMAN,M,50000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1024,1024,North Carolina State,Postdoctoral Research Scholar,Physics Grads & Temps,,,INDIAN,M,42200,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1025,1025,North Carolina State,Postdoctoral Research Scholar,Electrical & Computer Engr.,,,ENGLISH,M,48000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1026,1026,North Carolina State,Postdoctoral Research Scholar,Entomology & Plant Pathology,,,DUTCH,M,33333.333333333336,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1027,1027,North Carolina State,Postdoctoral Teaching Scholar,Electrical & Computer Engr.,,,CHINESE,-,113626.08695652171,441,0,0,0,0,0,0,1,0,0,0,1,23340270,30,NC
1028,1028,North Carolina State,(Post Doc) Intern,Dept Molecular Biomedical Scie,,,ENGLISH-AFRICAN,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1029,1029,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH-SLAV,-,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1030,1030,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,INDIAN,M,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1031,1031,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,GERMAN-ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1032,1032,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ITALIAN-ENGLISH,-,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1033,1033,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1034,1034,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH-FRENCH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1035,1035,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,GREEK-ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1036,1036,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1037,1037,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,FRENCH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1038,1038,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,M,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1039,1039,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,HISPANIC,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1040,1040,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,SLAV,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1041,1041,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,FRENCH,M,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1042,1042,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,M,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1043,1043,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1044,1044,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,HISPANIC,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1045,1045,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,M,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1046,1046,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH-CHINESE,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1047,1047,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1048,1048,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1049,1049,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,GERMAN,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1050,1050,North Carolina State,(Post Doc) Intern,"Dept-Population,Health,Pathobi",,,ENGLISH,F,27000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1051,1051,North Carolina State,Postdoctoral Research Scholar,Dept Molecular Biomedical Scie,,,ENGLISH,F,42335.294117647056,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1052,1052,North Carolina State,Postdoctoral Research Scholar,Fisheries and Wildlife Program,,,INDIAN,F,61120,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1053,1053,North Carolina State,Postdoctoral Fellow,KCLDS,,,ENGLISH,F,42000,441,0,0,1,0,0,0,0,0,0,0,0,23340270,30,NC
1054,1054,North Carolina State,Postdoctoral Research Scholar,Forest Biotech Program,,,CHINESE,M,43534.66666666666,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1055,1055,North Carolina State,Postdoctoral Research Scholar,Animal Science,,,ITALIAN,M,33000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1056,1056,North Carolina State,Postdoctoral Research Scholar,Civil Const & Environ Engineer,,,GERMAN,-,66000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1057,1057,North Carolina State,Postdoctoral Research Scholar,Engineering-Academic Affairs,,,GERMAN,-,66000,441,0,0,0,0,0,1,1,0,0,0,0,23340270,30,NC
1058,1058,North Carolina State,Postdoctoral Teaching Scholar,Interdisciplinary Studies,,,ENGLISH,M,33000,441,0,0,0,0,0,0,1,0,0,0,1,23340270,30,NC
1059,1059,North Carolina State,(Post Doc) Resident,CVM Teaching Hospital,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1060,1060,North Carolina State,(Post Doc) Resident,CVM Teaching Hospital,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1061,1061,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,JAPANESE,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1062,1062,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1063,1063,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,HISPANIC,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1064,1064,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,HISPANIC,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1065,1065,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ENGLISH,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1066,1066,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ENGLISH,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1067,1067,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ENGLISH,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1068,1068,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ARAB-ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1069,1069,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ISRAELI-ENGLISH,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1070,1070,North Carolina State,(Post Doc) Resident,Dept Molecular Biomedical Scie,,,ENGLISH,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1071,1071,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,GERMAN-ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1072,1072,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1073,1073,North Carolina State,(Post Doc) Intern,Dept of Clinical Sciences,,,ENGLISH,F,33000,441,0,1,0,0,0,0,0,0,0,0,0,23340270,30,NC
1074,1074,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ISRAELI-ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1075,1075,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,-,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1076,1076,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1077,1077,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1078,1078,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1079,1079,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH-HISPANIC,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1080,1080,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1081,1081,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,-,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1082,1082,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,JAPANESE,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1083,1083,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,HISPANIC,M,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1084,1084,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH-HISPANIC,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1085,1085,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
1086,1086,North Carolina State,(Post Doc) Resident,Dept of Clinical Sciences,,,HUNGARIAN-ENGLISH,F,33000,441,0,0,0,0,0,0,0,0,0,0,0,23340270,30,NC
