,Institution,Title,AdjSalary,PostdocNum,Senior,Fellow,Faculty,Scholar,Assistant,Clinical,Researcher,Teaching,Intern,Trainee,Associate,NIH_grants,NIH_order,NSF,NSF_order,State
3901,Texas A&M University                                        ,Postdoctoral Research Associate,60501,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3902,Texas A&M University                                        ,Postdoctoral Research Associate,61328,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3903,Texas A&M University                                        ,Postdoctoral Research Associate,61328,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3904,Texas A&M University                                        ,Postdoctoral Research Associate,61328,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3905,Texas A&M University                                        ,Postdoctoral Research Associate,62013,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3906,Texas A&M University                                        ,Postdoctoral Research Associate,65001,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3907,Texas A&M University                                        ,Postdoctoral Research Associate,66000,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3908,Texas A&M University                                        ,Postdoctoral Research Associate,72000,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3909,Texas A&M University                                        ,Postdoctoral Research Associate,75701,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3910,Texas A&M University                                        ,Postdoctoral Research Associate,76491,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3911,Texas A&M University                                        ,Postdoctoral Research Associate,77976,188,0,0,0,0,0,0,1,0,0,0,1,12938393,38,,,TX
3912,The Ohio State University-Main Campus,Post Doctoral Researcher,50004,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3913,The Ohio State University-Main Campus,Post Doctoral Researcher,47477.04,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3914,The Ohio State University-Main Campus,Post Doctoral Fellow,42840,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3915,The Ohio State University-Main Campus,Post Doctoral Researcher,47502,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3916,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3917,The Ohio State University-Main Campus,Post Doctoral Researcher,51636,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3918,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3919,The Ohio State University-Main Campus,Post Doctoral Fellow,57504,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3920,The Ohio State University-Main Campus,Post Doctoral Researcher,31033.6,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3921,The Ohio State University-Main Campus,Post Doctoral Fellow,50316,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3922,The Ohio State University-Main Campus,Post Doctoral Researcher,50004,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3923,The Ohio State University-Main Campus,Post Doctoral Fellow,43692,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3924,The Ohio State University-Main Campus,Post Doctoral Researcher,52788,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3925,The Ohio State University-Main Campus,Post Doctoral Researcher,51000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3926,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3927,The Ohio State University-Main Campus,Post Doctoral Researcher,53208,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3928,The Ohio State University-Main Campus,Post Doctoral Researcher,36004.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3929,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3930,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3931,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3932,The Ohio State University-Main Campus,Post Doctoral Fellow,47484,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3933,The Ohio State University-Main Campus,Post Doctoral Researcher,50004,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3934,The Ohio State University-Main Campus,Post Doctoral Researcher,56112,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3935,The Ohio State University-Main Campus,Post Doctoral Researcher,41995.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3936,The Ohio State University-Main Campus,Post Doctoral Researcher,43804.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3937,The Ohio State University-Main Campus,Post Doctoral Researcher,42848,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3938,The Ohio State University-Main Campus,Post Doctoral Researcher,49749.48,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3939,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3940,The Ohio State University-Main Campus,Post Doctoral Researcher,40019.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3941,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3942,The Ohio State University-Main Campus,Post Doctoral Researcher,54648,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3943,The Ohio State University-Main Campus,Post Doctoral Fellow,44040.24,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3944,The Ohio State University-Main Campus,Post Doctoral Fellow,56640,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3945,The Ohio State University-Main Campus,Post Doctoral Researcher,42848,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3946,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3947,The Ohio State University-Main Campus,Post Doctoral Researcher,44574.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3948,The Ohio State University-Main Campus,Post Doctoral Researcher,51636,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3949,The Ohio State University-Main Campus,Post Doctoral Researcher,38001.6,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3950,The Ohio State University-Main Campus,Post Doctoral Researcher,41995.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3951,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3952,The Ohio State University-Main Campus,Post Doctoral Researcher,47502,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3953,The Ohio State University-Main Campus,Post Doctoral Researcher,36732.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3954,The Ohio State University-Main Campus,Post Doctoral Researcher,45323.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3955,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3956,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3957,The Ohio State University-Main Campus,Post Doctoral Researcher,47476.08,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3958,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3959,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3960,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3961,The Ohio State University-Main Campus,Post Doctoral Researcher,47496,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3962,The Ohio State University-Main Campus,Post Doctoral Researcher,47504.04,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3963,The Ohio State University-Main Campus,Post Doctoral Researcher,52176,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3964,The Ohio State University-Main Campus,Post Doctoral Researcher,61992,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3965,The Ohio State University-Main Campus,Post Doctoral Researcher,44366.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3966,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3967,The Ohio State University-Main Campus,Post Doctoral Fellow,49152,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3968,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3969,The Ohio State University-Main Campus,Post Doctoral Researcher,68640,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3970,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3971,The Ohio State University-Main Campus,Post Doctoral Researcher,47478.36,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3972,The Ohio State University-Main Campus,Post Doctoral Fellow,56376,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3973,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3974,The Ohio State University-Main Campus,Post Doctoral Researcher,57084,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3975,The Ohio State University-Main Campus,Post Doctoral Researcher,52020,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3976,The Ohio State University-Main Campus,Post Doctoral Researcher,60000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3977,The Ohio State University-Main Campus,Post Doctoral Researcher,55004.04,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3978,The Ohio State University-Main Campus,Post Doctoral Fellow,50112,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3979,The Ohio State University-Main Campus,Post Doctoral Researcher,46820.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3980,The Ohio State University-Main Campus,Post Doctoral Researcher,47476.08,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3981,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3982,The Ohio State University-Main Campus,Post Doctoral Fellow,57504,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3983,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3984,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3985,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3986,The Ohio State University-Main Campus,Post Doctoral Researcher,39998.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3987,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3988,The Ohio State University-Main Campus,Post Doctoral Researcher,41433.6,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3989,The Ohio State University-Main Campus,Post Doctoral Fellow,57504,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3990,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3991,The Ohio State University-Main Campus,Post Doctoral Researcher,38001.6,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3992,The Ohio State University-Main Campus,Post Doctoral Researcher,41995.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3993,The Ohio State University-Main Campus,Post Doctoral Fellow,47268,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
3994,The Ohio State University-Main Campus,Post Doctoral Researcher,34008,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3995,The Ohio State University-Main Campus,Post Doctoral Researcher,50000.04,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3996,The Ohio State University-Main Campus,Post Doctoral Researcher,47712,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3997,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3998,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
3999,The Ohio State University-Main Campus,Post Doctoral Researcher,42369.6,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4000,The Ohio State University-Main Campus,Post Doctoral Fellow,46344,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4001,The Ohio State University-Main Campus,Post Doctoral Researcher,36004.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4002,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4003,The Ohio State University-Main Campus,Post Doctoral Fellow,57504,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4004,The Ohio State University-Main Campus,Post Doctoral Researcher,40331.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4005,The Ohio State University-Main Campus,Post Doctoral Researcher,47502,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4006,The Ohio State University-Main Campus,Post Doctoral Researcher,42619.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4007,The Ohio State University-Main Campus,Post Doctoral Researcher,47500.08,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4008,The Ohio State University-Main Campus,Post Doctoral Researcher,60000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4009,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4010,The Ohio State University-Main Campus,Post Doctoral Researcher,48450,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4011,The Ohio State University-Main Campus,Post Doctoral Researcher,36004.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4012,The Ohio State University-Main Campus,Post Doctoral Fellow,48192,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4013,The Ohio State University-Main Campus,Post Doctoral Fellow,48216,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4014,The Ohio State University-Main Campus,Post Doctoral Fellow,50004,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4015,The Ohio State University-Main Campus,Post Doctoral Researcher,44408,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4016,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4017,The Ohio State University-Main Campus,Post Doctoral Researcher,65004,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4018,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4019,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4020,The Ohio State University-Main Campus,Post Doctoral Researcher,44678.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4021,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4022,The Ohio State University-Main Campus,Post Doctoral Researcher,39395.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4023,The Ohio State University-Main Campus,Post Doctoral Researcher,36004.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4024,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4025,The Ohio State University-Main Campus,Post Doctoral Researcher,42016,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4026,The Ohio State University-Main Campus,Post Doctoral Researcher,50004,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4027,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4028,The Ohio State University-Main Campus,Post Doctoral Researcher,50000.04,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4029,The Ohio State University-Main Campus,Post Doctoral Researcher,55008,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4030,The Ohio State University-Main Campus,Post Doctoral Researcher,39998.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4031,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4032,The Ohio State University-Main Campus,Post Doctoral Researcher,40019.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4033,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4034,The Ohio State University-Main Campus,Post Doctoral Researcher,42494.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4035,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4036,The Ohio State University-Main Campus,Post Doctoral Researcher,41995.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4037,The Ohio State University-Main Campus,Post Doctoral Researcher,41995.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4038,The Ohio State University-Main Campus,Post Doctoral Researcher,58008,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4039,The Ohio State University-Main Campus,Post Doctoral Researcher,41704,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4040,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4041,The Ohio State University-Main Campus,Post Doctoral Researcher,36004.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4042,The Ohio State University-Main Campus,Post Doctoral Researcher,48898.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4043,The Ohio State University-Main Campus,Post Doctoral Researcher,35776,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4044,The Ohio State University-Main Campus,Post Doctoral Researcher,47476.08,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4045,The Ohio State University-Main Campus,Post Doctoral Fellow,51120,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4046,The Ohio State University-Main Campus,Post Doctoral Fellow,47268,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4047,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4048,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4049,The Ohio State University-Main Campus,Post Doctoral Researcher,47500.08,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4050,The Ohio State University-Main Campus,Post Doctoral Researcher,35006.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4051,The Ohio State University-Main Campus,Post Doctoral Researcher,51120,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4052,The Ohio State University-Main Campus,Post Doctoral Researcher,42411.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4053,The Ohio State University-Main Campus,Post Doctoral Fellow,47268,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4054,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4055,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4056,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4057,The Ohio State University-Main Campus,Post Doctoral Researcher,43430.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4058,The Ohio State University-Main Campus,Post Doctoral Researcher,42078.4,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4059,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4060,The Ohio State University-Main Campus,Post Doctoral Researcher,48216,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4061,The Ohio State University-Main Campus,Post Doctoral Fellow,47268,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4062,The Ohio State University-Main Campus,Post Doctoral Researcher,37003.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4063,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4064,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4065,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4066,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4067,The Ohio State University-Main Campus,Post Doctoral Fellow,58822.08,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4068,The Ohio State University-Main Campus,Post Doctoral Fellow,52116,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4069,The Ohio State University-Main Campus,Post Doctoral Researcher,51768,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4070,The Ohio State University-Main Campus,Post Doctoral Researcher,45011.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4071,The Ohio State University-Main Campus,Post Doctoral Researcher,41849.6,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4072,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4073,The Ohio State University-Main Campus,Post Doctoral Fellow,54504,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4074,The Ohio State University-Main Campus,Post Doctoral Fellow,54504,622,0,1,0,0,0,0,0,0,0,0,0,170811121,7,818464,5,OH
4075,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4076,The Ohio State University-Main Campus,Post Doctoral Researcher,45448,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4077,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4078,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4079,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4080,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4081,The Ohio State University-Main Campus,Post Doctoral Researcher,43700.8,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4082,The Ohio State University-Main Campus,Post Doctoral Researcher,41995.2,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4083,The Ohio State University-Main Campus,Post Doctoral Researcher,47508,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4084,The Ohio State University-Main Campus,Post Doctoral Researcher,48000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4085,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4086,The Ohio State University-Main Campus,Post Doctoral Researcher,60000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4087,The Ohio State University-Main Campus,Post Doctoral Researcher,49152,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4088,The Ohio State University-Main Campus,Post Doctoral Researcher,50004,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4089,The Ohio State University-Main Campus,Post Doctoral Researcher,51000,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4090,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4091,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4092,The Ohio State University-Main Campus,Post Doctoral Researcher,47478,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4093,The Ohio State University-Main Campus,Post Doctoral Researcher,47484,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4094,The Ohio State University-Main Campus,Post Doctoral Researcher,49200,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4095,The Ohio State University-Main Campus,Post Doctoral Researcher,43692,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4096,The Ohio State University-Main Campus,Post Doctoral Researcher,50496,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
4097,The Ohio State University-Main Campus,Post Doctoral Researcher,45448,622,0,0,0,0,0,0,1,0,0,0,0,170811121,7,818464,5,OH
